number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
16219693,1176359097265,1002720240200429518234,0,1360800515826450,2302457180693885351454651093163492,205553,31203981017892687890,2181620581902003936411883992456929,1026699780925062056301321001565722942741084,-1,971353555041984809,204830,206270,1179580352594,1000000000000000000000,0,0
16222093,941529917930,1202447796619736169903,1040698558,991327333748414696,2318747899162385489001287554456344,205694,17540821031132433136,2181985157052788187585985499073660,1027046583748145707407639599439896464086763,-1,971353555041984809,204830,206270,1179580352594,1000000000000000000000,0,0
16224493,1499273747395,732613064637789031336,2244156704,1765274866531001493,2280425969616657314568929983238151,205361,30523448134936311091,2182406749771601875934982373447527,1027317711286579945199071017760952647928490,-1,971353555041984809,204830,206270,1179580352594,1000000000000000000000,0,0
16226893,1713927741064,555904281297640652596,3126031521,2403430432567643527,2266012770497242894086255374140612,205234,20905059435363221456,2182715686150892854181613442855243,1027541268492241619844457934521929909830784,-1,971353555041984809,204830,206270,1179580352594,1000000000000000000000,0,0
16229293,1117642159845,1036540157493745654276,663815283,573504563480663329,2270435262486917424056195007509857,205273,22227312718227892744,2182943499819872818882169549269372,1027738088574684734465475778290005927962009,-1,991532408068995811,204530,205930,1199468799057,981193119387750885828,3126031521,2403430432567643527
16231693,1037541708570,1102472820089146245449,1018580918,899562092173467318,2275703596294866001551435142483199,205319,22737464002634911280,2183065251251198923921514215795779,1027849987718588721288910282834966288550159,-1,991532408068995811,204530,205930,1199468799057,981193119387750885828,3126031521,2403430432567643527
16234093,1079808950109,1067643524348602013761,1607003992,1366491833885447482,2272920569657780836424575412085603,205295,46555465465107464655,2183267191192711091143230870573939,1028010232564246331742465106811346190008654,-1,991532408068995811,204530,205930,1199468799057,981193119387750885828,3126031521,2403430432567643527
16236493,1150412758110,999862334659590402076,277208769,242800805373961580,2275732877226366029629403759490668,205319,29001499457139979699,2183369517946358519595843104613451,1028099858221584071205440357113084946732029,-1,921843534509530252,204550,206050,1190122226257,979492051304055948211,4733035513,3769922266453091009
16238893,1164418490051,988311862893999908461,456689326,384969744529004277,2274740167921692629443616837354464,205311,31485966568595190915,2183435770044943225007152139634739,1028152337391103935831083213707735221506276,-1,921843534509530252,204550,206050,1190122226257,979492051304055948211,4733035513,3769922266453091009
16241293,803078592736,1289567823439552404494,972213215,964160221782788036,2300631716006577619818717260285935,205537,22618611010766339865,2183626066643574305872624282408703,1028366135393823396200897558729315894880961,-1,921843534509530252,204550,206050,1190122226257,979492051304055948211,4733035513,3769922266453091009
