number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
16219693,1184041350113,1000143046299899588006,0,71558929658784,2302457180693885351454651093163492,205553,31203981017892687890,2181620581902003936411883992456929,1026699780925062056301321001565722942741084,-1,51079507915122432,183150,227950,1184210742748,1000000000000000000000,0,0
16222093,1171692644678,1010645901049370367332,54726077,52129847188844337,2318747899162385489001287554456344,205694,17540821031132433136,2181985157052788187585985499073660,1027046583748145707407639599439896464086763,-1,51079507915122432,183150,227950,1184210742748,1000000000000000000000,0,0
16224493,1201022109942,985939215428567764894,118011016,92828580334417569,2280425969616657314568929983238151,205361,30523448134936311091,2182406749771601875934982373447527,1027317711286579945199071017760952647928490,-1,51079507915122432,183150,227950,1184210742748,1000000000000000000000,0,0
16226893,1212309884936,976646823744363114231,164385203,126386569716604127,2266012770497242894086255374140612,205234,20905059435363221456,2182715686150892854181613442855243,1027541268492241619844457934521929909830784,-1,51079507915122432,183150,227950,1184210742748,1000000000000000000000,0,0
16229293,1199540061792,987151770560650835522,34195787,29543520333554257,2270435262486917424056195007509857,205273,22227312718227892744,2182943499819872818882169549269372,1027738088574684734465475778290005927962009,-1,51077811275606475,182830,227630,1203267595762,984300622635343401692,164385203,126386569716604127
16231693,1195413766272,990548226460165688657,52471188,46340051420214205,2275703596294866001551435142483199,205319,22737464002634911280,2183065251251198923921514215795779,1027849987718588721288910282834966288550159,-1,51077811275606475,182830,227630,1203267595762,984300622635343401692,164385203,126386569716604127
16234093,1197591121414,988754029739795848087,82783221,70393475223657464,2272920569657780836424575412085603,205295,46555465465107464655,2183267191192711091143230870573939,1028010232564246331742465106811346190008654,-1,51077811275606475,182830,227630,1203267595762,984300622635343401692,164385203,126386569716604127
16236493,1197367069593,988846577764560295852,15358903,13452511785619482,2275732877226366029629403759490668,205319,29001499457139979699,2183369517946358519595843104613451,1028099858221584071205440357113084946732029,-1,51075246613726821,182900,227700,1199567194456,987265430433922667149,247168424,196780044940261591
16238893,1198143064853,988206617541542292864,25303122,21329459831926640,2274740167921692629443616837354464,205311,31485966568595190915,2183435770044943225007152139634739,1028152337391103935831083213707735221506276,-1,51075246613726821,182900,227700,1199567194456,987265430433922667149,247168424,196780044940261591
16241293,1178122829665,1004897869259119077667,53866006,53419825880649316,2300631716006577619818717260285935,205537,22618611010766339865,2183626066643574305872624282408703,1028366135393823396200897558729315894880961,-1,51075246613726821,182900,227700,1199567194456,987265430433922667149,247168424,196780044940261591
16243693,1208082420715,979864089014727972787,47113043,29418274665085298,2270824349001401756389526076262986,205276,22381477162560579800,2183939965796505454835889521331865,1028562139954972334987427352026940913246314,-1,51072893789235695,183140,227940,1184995659058,999198554380526744994,301034430,250199870820910907
16246093,1211705476248,976893785836930553114,66900879,44129654386943620,2266216588496224172254804411624938,205236,22728336445874518659,2184071805819877941021375063327361,1028660157175870081224028336144565927779387,-1,51072893789235695,183140,227940,1184995659058,999198554380526744994,301034430,250199870820910907
16248493,1208900357797,979192461452908636185,130359719,97009318128760757,2269782469176920445513960727061014,205267,24520173141659983885,2184494611788140767301365371922731,1029012477473488332647613239790931422352185,-1,51072893789235695,183140,227940,1184995659058,999198554380526744994,301034430,250199870820910907
16250893,1202248469520,984734752837013908388,9703583,7486706931841310,2268318100384631286503934121351000,205254,24021694853194625550,2184559263873426386784046276360862,1029062359171737575891830113406204068903210,-1,51072726964523662,182870,227670,1201097587249,985797248648513821984,431394149,347209188949671664
16253293,1202273139598,984714531341968226293,14594941,11493676292950456,2268286731158999893110011846751513,205254,25077936307355277000,2184591853536041887866134837387376,1029089056415049549841424095120802400250974,-1,51072726964523662,182870,227670,1201097587249,985797248648513821984,431394149,347209188949671664
16255693,1201029558288,985734563306997047108,17121954,14077754466619937,2269869087596540109532934287558589,205268,29040769306209328916,2184608690270727064184641994544966,1029106273358210931859729188393774964221594,-1,51072726964523662,182870,227670,1201097587249,985797248648513821984,431394149,347209188949671664
16258093,1202790437798,984236722947507879349,9020507,6646198889186050,2267587315813470219639532896775164,205248,52934674799180299526,2184668792871806407698302801207641,1029150556214025984227733343164187893285505,-1,51071328788844662,182870,227670,1200996678698,985789662292873132874,448516103,361286943416291601
16260493,1202051711850,984842108504429815922,26095241,21000149795810037,2268526464772877677599875107247126,205256,33919981157358144666,2184782559854102670656604383249535,1029246194931580555531661313323806387162158,-1,51071328788844662,182870,227670,1200996678698,985789662292873132874,448516103,361286943416291601
16262893,1195897310984,989905195691748442552,46580395,40466367967098140,2276380951899290357379858535471998,205325,49644562439988786256,2184919050067728426446156795514439,1029375896095646843902986329258884743891029,-1,51071328788844662,182870,227670,1200996678698,985789662292873132874,448516103,361286943416291601
16265293,1201858421682,984859266357376454731,21784939,16206480314586681,2270884431433260243759806907927190,205277,26634674985542752592,2185064210672556933699567706035662,1029483885492429931814336709810509721543337,-1,51067786701155221,182930,227730,1197556381197,988613842920286582411,495096498,401753311383389741
16267693,1203136185373,983810279391256023422,29565481,22058390749254664,2269257000224747449767003218337749,205262,40454737982949317533,2185116055117756376728453349939139,1029522878800390801662519427537219012409825,-1,51067786701155221,182930,227730,1197556381197,988613842920286582411,495096498,401753311383389741
16270093,1201078440470,985500335991332385948,36756087,28810164113244452,2271879006926403194390768592727484,205285,27835644005111215114,2185163968621239703633104609626768,1029567868207013356917879692141766935390770,-1,51067786701155221,182930,227730,1197556381197,988613842920286582411,495096498,401753311383389741
16272493,1207686147314,979961992015784263991,16674603,10429921334728969,2261906885359996220194928071595333,205197,29663399384497135108,2185275084927974608705752291413103,1029637371168613714066232513756297486639366,-1,51064274627435876,182890,227690,1199835157861,986581148258337776079,531852585,430563475496634193
16274893,1202058220021,984563576645755538891,23295492,18146404240073852,2269046418772473712656074338185071,205261,30471760488793203094,2185319205242322962239106233698814,1029688792305729503679155523946433842588600,-1,51064274627435876,182890,227690,1199835157861,986581148258337776079,531852585,430563475496634193
16277293,1196591411948,989061323811185810180,66868369,56354306617158243,2276024844412917884940926155388337,205322,30145442851259332519,2185609566391265181882051750603396,1029943402315385314572968641726860203490532,-1,51064274627435876,182890,227690,1199835157861,986581148258337776079,531852585,430563475496634193
16279693,1196022367538,989525836816619658089,25775893,21925438816123448,2277864199504929741569984152946834,205338,30318983097693550206,2185781332556535506787555101866711,1030089509703901444040088708606953697919504,-1,51064085751605021,182920,227720,1197599734897,988340336823595831108,598720954,486917782113792436
16282093,1185086275651,998621639215788905947,56657909,52311606124070852,2291976734764730524647172976596684,205462,44527166884556337562,2185987125048417094131997345335928,1030291997945510253924596438562495654682064,-1,51064085751605021,182920,227720,1197599734897,988340336823595831108,598720954,486917782113792436
16284493,1183441184097,999999661548910657933,89852507,80760109088037153,2294114796687310314301475091637603,205480,28481803172235453393,2186208328189786161806190823770175,1030481573922078707664583359257287880025585,-1,51064085751605021,182920,227720,1197599734897,988340336823595831108,598720954,486917782113792436
16286893,1186756614676,997336811727221382024,28414587,24424847358346671,2295881444796256987966137647897260,205496,29388705238004048072,2186397670089474171426180823523975,1030644330009214203719849689798992904236076,-1,51066261281285041,183080,227880,1188159091298,996198124282983567526,688573461,567677891201829589
16289293,1187209827018,996956333508526762548,38342807,32562522898110437,2295291141347609522084232124270962,205491,30354505090207648262,2186463827243984030081956569433420,1030698555782247646309685912992037294766175,-1,51066261281285041,183080,227880,1188159091298,996198124282983567526,688573461,567677891201829589
16291693,1194196145543,991115875885739673278,62807189,49705417258637767,2286229801941009335625930386336055,205411,32016602782266760500,2186626846767906978899314748077086,1030812788242633652746459149840103992476135,-1,51066261281285041,183080,227880,1188159091298,996198124282983567526,688573461,567677891201829589
16294093,1192099569545,992870229055909660164,20342544,16982715099503221,2286334150877394754501952976104435,205412,33278324098993428204,2186762400039572340082748234154326,1030925953170323441127017006049375889182762,-1,51066338385725733,183010,227810,1192291567432,992802971178304570647,751380650,617383308460467356
16296493,1184265430431,999423202989880746882,28551791,27141408793915242,2296500928057908692686916531695235,205501,25828375606727121241,2186817102649741491078705040701727,1030993645988027512120537690367160735293844,-1,51066338385725733,183010,227810,1192291567432,992802971178304570647,751380650,617383308460467356
16298893,1187009996973,997120850536908224393,46082451,40712206728831609,2292928885102108861005253506423459,205470,43372356658723235500,2186933918824591557745529711065820,1031084075484017965589450247990409849533179,-1,51066338385725733,183010,227810,1192291567432,992802971178304570647,751380650,617383308460467356
16301293,1191524787870,993399990073490863447,10338966,7484672629911993,2289356359225518373773655147672726,205439,42378188684941587599,2187002811074626564543566610815012,1031133948549555652890599133319994621852775,-1,51067687351406444,183070,227870,1188796965798,995702714619528409719,797463101,658095515189298965
16303693,1190192419768,994513308495751764765,14381925,11424411053784398,2291083599628672870449027371380194,205454,42924927665178825051,2187029750763260560969962345055197,1031160200443570347244632878969067420428843,-1,51067687351406444,183070,227870,1188796965798,995702714619528409719,797463101,658095515189298965
16306093,1194987912854,990514061289827329761,26221156,19285775858641303,2284879030281614464207204238742434,205400,32732084478922653996,2187108639817300276736795305472622,1031212583544544117804115187185447041225475,-1,51067687351406444,183070,227870,1188796965798,995702714619528409719,797463101,658095515189298965
16308493,1186655663342,997498068508715779151,12108505,12756820004532200,2293077548305357384347525269683844,205471,32827833995623133669,2187189321949816568883119531721181,1031297585568883404210625217783755167587058,-1,51068441478520162,183000,227800,1192992962741,992213514070231037806,823684257,677381291047940268
16310893,1186943357990,997257111649074362980,19360522,18712673030894707,2292703725085343384815392822002991,205468,34870475237079230830,2187237644037946047443898054320928,1031337270973531915058836425950868210888400,-1,51068441478520162,183000,227800,1192992962741,992213514070231037806,823684257,677381291047940268
