number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
16219693,1183630177165,1000280984016231285644,0,140562290300496,2302457180693885351454651093163492,205553,31203981017892687890,2181620581902003936411883992456929,1026699780925062056301321001565722942741084,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000,0,0
16222093,1159373773017,1020911607270639164671,107497734,102397992099918579,2318747899162385489001287554456344,205694,17540821031132433136,2181985157052788187585985499073660,1027046583748145707407639599439896464086763,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000,0,0
16224493,1216985266516,972380580700595571762,231807529,182341993086918030,2280425969616657314568929983238151,205361,30523448134936311091,2182406749771601875934982373447527,1027317711286579945199071017760952647928490,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000,0,0
16226893,1239157698567,954127654563644216891,322899752,248259522428566368,2266012770497242894086255374140612,205234,20905059435363221456,2182715686150892854181613442855243,1027541268492241619844457934521929909830784,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000,0,0
16229293,1195258486064,989740062116195301555,67145999,58010922640210462,2270435262486917424056195007509857,205273,22227312718227892744,2182943499819872818882169549269372,1027738088574684734465475778290005927962009,-1,100295121403496002,196830,213630,1203073220114,984141618876157601014,322899752,248259522428566368
16231693,1187156194682,996409258549562203141,103031122,90992173841525799,2275703596294866001551435142483199,205319,22737464002634911280,2183065251251198923921514215795779,1027849987718588721288910282834966288550159,-1,100295121403496002,196830,213630,1203073220114,984141618876157601014,322899752,248259522428566368
16234093,1191431595150,992886218438851999409,162551076,138222879313986121,2272920569657780836424575412085603,205295,46555465465107464655,2183267191192711091143230870573939,1028010232564246331742465106811346190008654,-1,100295121403496002,196830,213630,1203073220114,984141618876157601014,322899752,248259522428566368
16236493,1194758630436,989504882562326828000,30149675,26407409775250868,2275732877226366029629403759490668,205319,29001499457139979699,2183369517946358519595843104613451,1028099858221584071205440357113084946732029,-1,100261199409799915,196900,213700,1199077496661,986862400318709612311,485450828,386482401742552489
16238893,1196281916580,988248634501116219357,49670272,41869934406491405,2274740167921692629443616837354464,205311,31485966568595190915,2183435770044943225007152139634739,1028152337391103935831083213707735221506276,-1,100261199409799915,196900,213700,1199077496661,986862400318709612311,485450828,386482401742552489
16241293,1156982002719,1021013721853731583234,105739487,104863631018026786,2300631716006577619818717260285935,205537,22618611010766339865,2183626066643574305872624282408703,1028366135393823396200897558729315894880961,-1,100261199409799915,196900,213700,1199077496661,986862400318709612311,485450828,386482401742552489
16243693,1229341373330,960203388126508953995,92461632,57734790147714243,2270824349001401756389526076262986,205276,22381477162560579800,2183939965796505454835889521331865,1028562139954972334987427352026940913246314,-1,100233029935559997,197140,213940,1184032484393,998386397200289346722,591190315,491346032760579275
16246093,1236451795450,954374024147908493213,131296219,86606586019308272,2266216588496224172254804411624938,205236,22728336445874518659,2184071805819877941021375063327361,1028660157175870081224028336144565927779387,-1,100233029935559997,197140,213940,1184032484393,998386397200289346722,591190315,491346032760579275
16248493,1230946614505,958885286477771494237,255837269,190385489574074370,2269782469176920445513960727061014,205267,24520173141659983885,2184494611788140767301365371922731,1029012477473488332647613239790931422352185,-1,100233029935559997,197140,213940,1184032484393,998386397200289346722,591190315,491346032760579275
16250893,1202120972976,982463312665113289693,19039638,14689851316600341,2268318100384631286503934121351000,205254,24021694853194625550,2184559263873426386784046276360862,1029062359171737575891830113406204068903210,-1,100211050368664293,196870,213670,1199862798639,984783799594383915781,847027584,681731522334653645
16253293,1202169378741,982423635573659760263,28637092,22552024189232036,2268286731158999893110011846751513,205254,25077936307355277000,2184591853536041887866134837387376,1029089056415049549841424095120802400250974,-1,100211050368664293,196870,213670,1199862798639,984783799594383915781,847027584,681731522334653645
16255693,1199729317348,984425065313179135748,33595406,27622307360092159,2269869087596540109532934287558589,205268,29040769306209328916,2184608690270727064184641994544966,1029106273358210931859729188393774964221594,-1,100211050368664293,196870,213670,1199862798639,984783799594383915781,847027584,681731522334653645
16258093,1203084515975,981404816059632319618,17697424,13039244257054980,2267587315813470219639532896775164,205248,52934674799180299526,2184668792871806407698302801207641,1029150556214025984227733343164187893285505,-1,100197352157733130,196870,213670,1199565322006,984614790908924324007,880622990,709353829694745804
