number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1
16219693,1183630177165,1000280984016231285644,0,140562290300496,2302457180693885351454651093163492,205553,31203981017892687890,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16222093,1159373773017,1020911607270639164671,107497734,102397992099918579,2318747899162385489001287554456344,205694,17540821031132433136,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16224493,1216985266516,972380580700595571762,231807529,182341993086918030,2280425969616657314568929983238151,205361,30523448134936311091,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16226893,1239157698567,954127654563644216891,322899752,248259522428566368,2266012770497242894086255374140612,205234,20905059435363221456,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16229293,1232324455711,959728313998096535827,390072332,306293409196251182,2270435262486917424056195007509857,205273,22227312718227892744,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16231693,1224218956966,966400150490784631051,425971660,339287716312252586,2275703596294866001551435142483199,205319,22737464002634911280,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16234093,1228496049889,962875715754053714360,485515176,386537118469609648,2272920569657780836424575412085603,205295,46555465465107464655,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16236493,1224174012194,966437231965581661324,515686992,412963919966966963,2275732877226366029629403759490668,205319,29001499457139979699,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16238893,1225698416930,965180061405212404082,535221923,428437799175701658,2274740167921692629443616837354464,205311,31485966568595190915,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16241293,1186369644010,997969209105818838986,591332312,491477753874249175,2300631716006577619818717260285935,205537,22618611010766339865,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16243693,1231724547522,960221054530640771594,683887846,549271178033366009,2270824349001401756389526076262986,205276,22381477162560579800,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16246093,1238842190808,954385770395526073544,722761872,578172295380001640,2266216588496224172254804411624938,205236,22728336445874518659,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16248493,1233331418940,958901614250778055969,847429403,682056594198157631,2269782469176920445513960727061014,205267,24520173141659983885,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16250893,1235592382415,957047132453818282426,866492558,696764589398866248,2268318100384631286503934121351000,205254,24021694853194625550,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16253293,1235640847967,957007406355977038723,876101866,704636473081387426,2268286731158999893110011846751513,205254,25077936307355277000,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16255693,1233197772779,959011308122507583555,881066304,709713018713879429,2269869087596540109532934287558589,205268,29040769306209328916,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16258093,1236721795122,956121664298628557975,898788010,722770152966748275,2267587315813470219639532896775164,205248,52934674799180299526,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16260493,1235270492801,957311005849080648757,932333063,750969950651381078,2268526464772877677599875107247126,205256,33919981157358144666,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16262893,1223179545826,967257956014289403157,972578233,789213317769344654,2276380951899290357379858535471998,205325,49644562439988786256,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16265293,1231631928497,960297143133993525304,1015379933,821054806438731965,2270884431433260243759806907927190,205277,26634674985542752592,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16267693,1234142399449,958236158518722326709,1030666659,832552277585014111,2269257000224747449767003218337749,205262,40454737982949317533,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16270093,1230099469724,961556677042014481296,1044794317,845817743676022949,2271879006926403194390768592727484,205285,27835644005111215114,-1,100334824098232476,197150,213950,1183962912950,1000000000000000000000
16272493,1216210068042,973965237525280465367,32773489,20499732778694062,2261906885359996220194928071595333,205197,29663399384497135108,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16274893,1205148526743,983009529638861225083,45786671,35666274545812911,2269046418772473712656074338185071,205261,30471760488793203094,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16277293,1194403660980,991849731979643807828,131427999,110762889719374344,2276024844412917884940926155388337,205322,30145442851259332519,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16279693,1191582520780,994179809281850129264,182090020,153856915536514440,2277864199504929741569984152946834,205338,30318983097693550206,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16282093,1170087843749,1012057432927364373381,242788025,213580339520607124,2291976734764730524647172976596684,205462,44527166884556337562,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16284493,1166854448126,1014765909163492173638,308031364,269495321723225936,2294114796687310314301475091637603,205480,28481803172235453393,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16286893,1164187286301,1017003881960327114521,363877306,317499841495608855,2295881444796256987966137647897260,205496,29388705238004048072,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16289293,1165078028443,1016256091241133721911,383390200,333493603938358855,2295291141347609522084232124270962,205491,30354505090207648262,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16291693,1178808917355,1004777273817243559906,431472420,367186195716402654,2286229801941009335625930386336055,205411,32016602782266760500,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16294093,1178650175168,1004909462044104688775,471453535,400563921271467021,2286334150877394754501952976104435,205412,33278324098993428204,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16296493,1163253005529,1017788637385388928698,487587939,420529756424643791,2296500928057908692686916531695235,205501,25828375606727121241,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16298893,1168647160013,1013263607797593863355,522042591,447201720617702816,2292928885102108861005253506423459,205470,43372356658723235500,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16301293,1174058879983,1008737966450395756778,542362196,461911662364582735,2289356359225518373773655147672726,205439,42378188684941587599,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16303693,1171440320945,1010926017945358560680,550307993,469654595900713762,2291083599628672870449027371380194,205454,42924927665178825051,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
16306093,1180865105091,1003066129298336674639,573576131,485104866613726474,2284879030281614464207204238742434,205400,32732084478922653996,-1,100365472644045099,196890,213690,1200779157234,987357364874517445202
