number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1
16219693,1184180473737,1000096373981086032955,0,48211096091070,2302457180693885351454651093163492,205553,31203981017892687890,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16222093,1175860832468,1007172418046749714633,36870369,35121222243234717,2318747899162385489001287554456344,205694,17540821031132433136,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16224493,1195620849490,990526886870751338638,79507064,62541008198979213,2280425969616657314568929983238151,205361,30523448134936311091,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16226893,1203225714564,984266362984504881565,110750550,85149890953964578,2266012770497242894086255374140612,205234,20905059435363221456,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16229293,1200881998285,986187318666078500661,133789899,105054783550078262,2270435262486917424056195007509857,205273,22227312718227892744,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16231693,1198101914253,988475674594010885915,146102917,116371415538837224,2275703596294866001551435142483199,205319,22737464002634911280,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16234093,1199568903282,987266837847000087917,166525593,132577365675137121,2272920569657780836424575412085603,205295,46555465465107464655,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16236493,1198086498761,988488393073062531721,176874146,141641425912381483,2275732877226366029629403759490668,205319,29001499457139979699,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16238893,1198609350396,988057199396869190426,183574382,146948771686550939,2274740167921692629443616837354464,205311,31485966568595190915,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16241293,1185120076378,999303464288816841208,202819538,168570682563579713,2300631716006577619818717260285935,205537,22618611010766339865,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16243693,1200676237328,986356322465829274231,234564922,188393099512041409,2270824349001401756389526076262986,205276,22381477162560579800,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16246093,1203117499374,984354893465524218906,247898223,198305818937423609,2266216588496224172254804411624938,205236,22728336445874518659,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16248493,1201227373996,985903771059738069284,290657617,233936825674497738,2269782469176920445513960727061014,205267,24520173141659983885,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16250893,1202002856006,985267707148704512242,297196039,238981482875319235,2268318100384631286503934121351000,205254,24021694853194625550,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16253293,1202019479080,985254081597240794464,300491911,241681439882454134,2268286731158999893110011846751513,205254,25077936307355277000,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
16255693,1201181535046,985941394676849372813,302194651,243422631127812703,2269869087596540109532934287558589,205268,29040769306209328916,-1,34413581591046522,-887270,887270,1184294597923,1000000000000000000000
