number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
18648491,315124632030871213057207,1000000000004652781526,0,0,4705106806636024133107504816,-56477,134277252253244812363549,2440808540949895184331901495783384173933,4345393370145094858923975689647192844,-1,262981170334388543840164,-57800,-55000,315124632032116786496844,1000000000000000000000,0,0
18650891,208328710321649768051682,1385954970091884091134,0,3898535051386174880,4821383204122497016787556541,-55989,158701016739052850747715,2440808540949895184331901495783384173933,4350437848170358471472936883142681353,-1,262981170334388543840164,-57800,-55000,315124632032116786496844,1000000000000000000000,0,0
18653291,103271179205660763473990,1784704065434245573284,71186705761186396541,8197184131193391031,4941514079226711177658045696,-55496,109796199940500032224973,2440900652414373496200872860962647482514,4356000050519596543804946890812405822,-1,262981170334388543840164,-57800,-55000,315124632032116786496844,1000000000000000000000,0,0
18655691,80491836515424029415312,1873799354980581310001,71186705761186396541,9097136550853347980,4968355757931148360213776974,-55388,86961756806748576574666,2440900652414373496200872860962647482514,4357164536703488436236153854820895020,-1,262981170334388543840164,-57800,-55000,315124632032116786496844,1000000000000000000000,0,0
18658091,248767741662794415677877,1085994340482015086178,333835890526428305026,1770411545870993955,4985481753149497923361074352,-55319,86807854606468260537735,2441431310925843818006174433134711381552,4359978745667480575457377519003776651,-1,214070752727096425198471,-57000,-53800,264393327498404328112128,1039720710354084216832,71186705761186396541,9097136550853347980
18660491,157597621119006464853301,1456935642050283924638,646508327197188401095,6796427154005975602,5122768128562815047312090821,-54776,62200900025075660870662,2441928328456103551070459965344677724937,4367967994387963405867359071652731032,-1,214070752727096425198471,-57000,-53800,264393327498404328112128,1039720710354084216832,71186705761186396541,9097136550853347980
18662891,200219902126338565507099,1281009001312971692882,1850438200325061796145,10045977796880955150,5057657204696006515144991525,-55032,112634127277226325296295,2443842070065435138899859407938442233622,4373133411756288429341765573894314565,-1,214070752727096425198471,-57000,-53800,264393327498404328112128,1039720710354084216832,71186705761186396541,9097136550853347980
18665291,361266313835663335168112,599141207974283237770,1192409096648663235776,606103217598372522,4922011274515521510551887309,-55576,133565533121124897146222,2445542029349685009440448685093091556428,4373997503446687248959994205118174606,-1,238685592946251234893907,-56400,-53600,258222823048185974358016,1052287080916068856832,1921624906086248192686,19143114347734303130
18667691,343739166950591967795121,667096458578332294689,1975792410053182253632,4256369139745529297,4944568017769679944698315635,-55484,137724196509984742987648,2446658860595346683589855017816122187571,4379201508902344497044593709968521344,-1,238685592946251234893907,-56400,-53600,258222823048185974358016,1052287080916068856832,1921624906086248192686,19143114347734303130
18670091,357959835549773040450043,611913405652188202278,2266375149834776035987,4825766913010039994,4926250817174123591782628411,-55558,137724196509984742987648,2447073130184301381648322271486703843924,4380013271437377731279938902314703809,-1,238685592946251234893907,-56400,-53600,258222823048185974358016,1052287080916068856832,1921624906086248192686,19143114347734303130
18672491,154114263681088677836710,1353009191391248856731,33275760530807233895,3760334310804341717,5066508541079345576968165474,-54997,105535038536159397056626,2447128962066432501634904069892540951790,4386322565009197447720268131022095237,-1,202808039462564450194214,-57200,-54000,257100446734615845011456,993977843164938147840,4188000055921024228673,23968881260744343124
18674891,108295083673522233141990,1543128365722634478971,418040471075924723313,7320637285157416184,5140779723232285601583378396,-54706,79793682385720298412474,2447774541239521002210144573326379140894,4392296235117537255790158692927605106,-1,202808039462564450194214,-57200,-54000,257100446734615845011456,993977843164938147840,4188000055921024228673,23968881260744343124
18677291,198643802787490033497799,1173432007625583576772,1476174148691156853075,7912819864608585034,4996355650015743276616876009,-55276,94270631062568967636987,2449549935515269776413897042352328730073,4393289831280287925500602623170305115,-1,202808039462564450194214,-57200,-54000,257100446734615845011456,993977843164938147840,4188000055921024228673,23968881260744343124
18679691,284201068803134116718255,765062941597304942881,1013192023568904501141,2485096306675518184,4931032155135306415771146511,-55539,94730437125287205240682,2451526377464380240265218277451048551620,4398137528926773540566247305534082858,-1,174440428205145696151034,-57000,-53400,247556892793834691362816,984515470459506547200,5664174204612181081748,31881701125352928158
