number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
16219693,1182998470727,1000492904921613712489,0,246575750961481,2302457180693885351454651093163492,205553,31203981017892687890,2181620581902003936411883992456929,1026699780925062056301321001565722942741084,-1,176008334431090001,201200,209900,1183582159111,1000000000000000000000,0,0
16222093,1140447648201,1036683346973204570047,188573582,179627564014557107,2318747899162385489001287554456344,205694,17540821031132433136,2181985157052788187585985499073660,1027046583748145707407639599439896464086763,-1,176008334431090001,201200,209900,1183582159111,1000000000000000000000,0,0
16224493,1241510296249,951549743245933740300,406639046,319866116161747880,2280425969616657314568929983238151,205361,30523448134936311091,2182406749771601875934982373447527,1027317711286579945199071017760952647928490,-1,176008334431090001,201200,209900,1183582159111,1000000000000000000000,0,0
16226893,1280405394443,919530280843596076514,566433919,435499293909456842,2266012770497242894086255374140612,205234,20905059435363221456,2182715686150892854181613442855243,1027541268492241619844457934521929909830784,-1,176008334431090001,201200,209900,1183582159111,1000000000000000000000,0,0
16229293,1188345521724,993938803734861160596,120453636,104066164416393954,2270435262486917424056195007509857,205273,22227312718227892744,2182943499819872818882169549269372,1027738088574684734465475778290005927962009,-1,179920058484016225,200990,209470,1202772619531,983895720671825613307,566433919,435499293909456842
16231693,1173810769495,1005902717787124718479,184828188,163231441470536329,2275703596294866001551435142483199,205319,22737464002634911280,2183065251251198923921514215795779,1027849987718588721288910282834966288550159,-1,179920058484016225,200990,209470,1202772619531,983895720671825613307,566433919,435499293909456842
16234093,1181480437685,999582713644446447544,291601414,247958905498015925,2272920569657780836424575412085603,205295,46555465465107464655,2183267191192711091143230870573939,1028010232564246331742465106811346190008654,-1,179920058484016225,200990,209470,1202772619531,983895720671825613307,566433919,435499293909456842
16236493,1190488878895,990613090184838562785,54522118,47754673128258571,2275732877226366029629403759490668,205319,29001499457139979699,2183369517946358519595843104613451,1028099858221584071205440357113084946732029,-1,181310505120022171,201100,209500,1198299036974,986221713959698616558,858035333,683458199407472767
16238893,1193243561482,988341314344583845327,89822805,75716817684919237,2274740167921692629443616837354464,205311,31485966568595190915,2183435770044943225007152139634739,1028152337391103935831083213707735221506276,-1,181310505120022171,201100,209500,1198299036974,986221713959698616558,858035333,683458199407472767
16241293,1122174321584,1047593094426756682409,191217340,189633457613909909,2300631716006577619818717260285935,205537,22618611010766339865,2183626066643574305872624282408703,1028366135393823396200897558729315894880961,-1,181310505120022171,201100,209500,1198299036974,986221713959698616558,858035333,683458199407472767
16243693,1261677239848,930137672501661550780,161633031,100926718401824760,2270824349001401756389526076262986,205276,22381477162560579800,2183939965796505454835889521331865,1028562139954972334987427352026940913246314,-1,175218282789037582,201180,209900,1182472353795,997070881631949579209,1049252673,873091657021382676
16246093,1274107034243,919947307641502061408,229520129,151397770677792922,2266216588496224172254804411624938,205236,22728336445874518659,2184071805819877941021375063327361,1028660157175870081224028336144565927779387,-1,175218282789037582,201180,209900,1182472353795,997070881631949579209,1049252673,873091657021382676
16248493,1264483376731,927833486869623303162,447231486,332814627798502199,2269782469176920445513960727061014,205267,24520173141659983885,2184494611788140767301365371922731,1029012477473488332647613239790931422352185,-1,175218282789037582,201180,209900,1182472353795,997070881631949579209,1049252673,873091657021382676
16250893,1201966579813,978770206586973663278,34406142,26545730091891497,2268318100384631286503934121351000,205254,24021694853194625550,2184559263873426386784046276360862,1029062359171737575891830113406204068903210,-1,181089341068099268,201070,209470,1197885879118,983161248816389503381,1496484159,1205906284819884875
16253293,1202054052881,978698506925904497225,51749505,40753302007668594,2268286731158999893110011846751513,205254,25077936307355277000,2184591853536041887866134837387376,1029089056415049549841424095120802400250974,-1,181089341068099268,201070,209470,1197885879118,983161248816389503381,1496484159,1205906284819884875
16255693,1197644667806,982315249704173933023,60709573,49915707102335110,2269869087596540109532934287558589,205268,29040769306209328916,2184608690270727064184641994544966,1029106273358210931859729188393774964221594,-1,181089341068099268,201070,209470,1197885879118,983161248816389503381,1496484159,1205906284819884875
16258093,1203623185627,976790016330914020707,31974883,23558699829247121,2267587315813470219639532896775164,205248,52934674799180299526,2184668792871806407698302801207641,1029150556214025984227733343164187893285505,-1,181031913862049527,201070,209470,1197264869704,982726557462421510250,1557193732,1255821991922219985
16260493,1201004632805,978935919102450272046,92499484,74438973864247909,2268526464772877677599875107247126,205256,33919981157358144666,2184782559854102670656604383249535,1029246194931580555531661313323806387162158,-1,181031913862049527,201070,209470,1197264869704,982726557462421510250,1557193732,1255821991922219985
16262893,1179189203407,996882982265038628079,165112957,143440639079863526,2276380951899290357379858535471998,205325,49644562439988786256,2184919050067728426446156795514439,1029375896095646843902986329258884743891029,-1,181031913862049527,201070,209470,1197264869704,982726557462421510250,1557193732,1255821991922219985
16265293,1208752436012,970923938982118748227,76998096,57281229775792733,2270884431433260243759806907927190,205277,26634674985542752592,2185064210672556933699567706035662,1029483885492429931814336709810509721543337,-1,180497280556172849,201120,209540,1193547026519,985304016679198811444,1722306689,1399262631002083511
16267693,1213268646448,967216331761316187627,104498144,77964599620994357,2269257000224747449767003218337749,205262,40454737982949317533,2185116055117756376728453349939139,1029522878800390801662519427537219012409825,-1,180497280556172849,201120,209540,1193547026519,985304016679198811444,1722306689,1399262631002083511
16270093,1205995620085,973189776862528967878,129913087,101828503068844223,2271879006926403194390768592727484,205285,27835644005111215114,2185163968621239703633104609626768,1029567868207013356917879692141766935390770,-1,180497280556172849,201120,209540,1193547026519,985304016679198811444,1722306689,1399262631002083511
16272493,1222626182775,958136070508566295990,58894876,36838592485367733,2261906885359996220194928071595333,205197,29663399384497135108,2185275084927974608705752291413103,1029637371168613714066232513756297486639366,-1,180359558158632685,201080,209500,1194896404972,982520189997618069817,1852219776,1501091134070927734
16274893,1202748284043,974388916098685838442,82279927,64093291734515370,2269046418772473712656074338185071,205261,30471760488793203094,2185319205242322962239106233698814,1029688792305729503679155523946433842588600,-1,180359558158632685,201080,209500,1194896404972,982520189997618069817,1852219776,1501091134070927734
16277293,1183439460098,990275006665620035287,236179786,199044007106013492,2276024844412917884940926155388337,205322,30145442851259332519,2185609566391265181882051750603396,1029943402315385314572968641726860203490532,-1,180359558158632685,201080,209500,1194896404972,982520189997618069817,1852219776,1501091134070927734
16279693,1185629264369,987836839699070918173,90817433,77250941963910306,2277864199504929741569984152946834,205338,30318983097693550206,2185781332556535506787555101866711,1030089509703901444040088708606953697919504,-1,179916523355350313,201100,209540,1191928331714,983659911161266543247,2088399562,1700135141176941226
16282093,1147097611400,1019884513141150476091,199625509,184311971250390113,2291976734764730524647172976596684,205462,44527166884556337562,2185987125048417094131997345335928,1030291997945510253924596438562495654682064,-1,179916523355350313,201100,209540,1191928331714,983659911161266543247,2088399562,1700135141176941226
16284493,1141301382042,1024739764804468490935,316581614,284545935544567608,2294114796687310314301475091637603,205480,28481803172235453393,2186208328189786161806190823770175,1030481573922078707664583359257287880025585,-1,179916523355350313,201100,209540,1191928331714,983659911161266543247,2088399562,1700135141176941226
16286893,1176912218053,995085784145826942734,99682425,85685849705400590,2295881444796256987966137647897260,205496,29388705238004048072,2186397670089474171426180823523975,1030644330009214203719849689798992904236076,-1,179147731200441675,201240,209720,1182067983599,991091106115499315335,2404981176,1984681076721508834
16289293,1178502151619,993751012264351712169,134512041,114233976660766428,2295291141347609522084232124270962,205491,30354505090207648262,2186463827243984030081956569433420,1030698555782247646309685912992037294766175,-1,179147731200441675,201240,209720,1182067983599,991091106115499315335,2404981176,1984681076721508834
16291693,1203011153881,973261853550904134741,220336582,174373696190671195,2286229801941009335625930386336055,205411,32016602782266760500,2186626846767906978899314748077086,1030812788242633652746459149840103992476135,-1,179147731200441675,201240,209720,1182067983599,991091106115499315335,2404981176,1984681076721508834
16294093,1184877575583,987906573097218945450,71346257,59562517167653575,2286334150877394754501952976104435,205412,33278324098993428204,2186762400039572340082748234154326,1030925953170323441127017006049375889182762,-1,179102083440001286,201170,209650,1186128024734,987670683346006978078,2625317758,2159054772912180029
16296493,1157401342086,1010889448341516992650,100138085,95191529609371438,2296500928057908692686916531695235,205501,25828375606727121241,2186817102649741491078705040701727,1030993645988027512120537690367160735293844,-1,179102083440001286,201170,209650,1186128024734,987670683346006978078,2625317758,2159054772912180029
16298893,1167027205254,1002814537663060363955,161622377,142787622474455097,2292928885102108861005253506423459,205470,43372356658723235500,2186933918824591557745529711065820,1031084075484017965589450247990409849533179,-1,179102083440001286,201170,209650,1186128024734,987670683346006978078,2625317758,2159054772912180029
16301293,1191733452726,982218472461021070932,36184566,26195040293217381,2289356359225518373773655147672726,205439,42378188684941587599,2187002811074626564543566610815012,1031133948549555652890599133319994621852775,-1,178727940953009814,201220,209720,1182319776589,990277604138807401472,2786940135,2301842395386635126
16303693,1187070398264,986114891499277447398,50334212,39983433167694759,2291083599628672870449027371380194,205454,42924927665178825051,2187029750763260560969962345055197,1031160200443570347244632878969067420428843,-1,178727940953009814,201220,209720,1182319776589,990277604138807401472,2786940135,2301842395386635126
16306093,1203853782229,972118228334203331763,91769442,67496829946055792,2284879030281614464207204238742434,205400,32732084478922653996,2187108639817300276736795305472622,1031212583544544117804115187185447041225475,-1,178727940953009814,201220,209720,1182319776589,990277604138807401472,2786940135,2301842395386635126
16308493,1164213334652,1005245632533018876182,42377904,44646907485831665,2293077548305357384347525269683844,205471,32827833995623133669,2187189321949816568883119531721181,1031297585568883404210625217783755167587058,-1,178731688722350101,201150,209650,1186424485996,986750504985732050764,2878709577,2369339225332690918
16310893,1165220221661,1004402320593470871714,67758851,65491476819940448,2292703725085343384815392822002991,205468,34870475237079230830,2187237644037946047443898054320928,1031337270973531915058836425950868210888400,-1,178731688722350101,201150,209650,1186424485996,986750504985732050764,2878709577,2369339225332690918
16313293,1172975029361,997916531869258083175,93152213,83353606289799544,2289828705402217339385757988142539,205443,32041391121869838731,2187285989764684910921931606375411,1031371278192608180835835384268112142612282,-1,178731688722350101,201150,209650,1186424485996,986750504985732050764,2878709577,2369339225332690918
16315693,1179811637384,990934804902867434353,36313723,31231317194495218,2290708496195966610536749903451587,205451,41613998803762160219,2187354586661476291464031810205813,1031430274386397115463453593678170074028032,-1,180138172557747822,201230,209650,1183915443446,988934456789021665207,2971861790,2452692831622490462
16318093,1234644829675,945496873971133958557,139007259,88268616521162936,2270724038015581554839051795576336,205275,34074887299631720643,2187548575527364504250514359499300,1031538018275113620377833634040315016991433,-1,180138172557747822,201230,209650,1183915443446,988934456789021665207,2971861790,2452692831622490462
16320493,1233884768595,946121284997275458161,175238413,117519849881694766,2270998665750238839289948174036779,205278,55631433194615930602,2187617016449420495427776540055757,1031593274075602478928993784958958967622269,-1,180138172557747822,201230,209650,1183915443446,988934456789021665207,2971861790,2452692831622490462
16322893,1186254262564,984767765807986462052,31173048,28331062984265960,2273391323993903897393796352854416,205299,41565434968958756401,2187676051319929098317175394373184,1031646926852807588679257100906762756059773,-1,179684289833072529,201060,209500,1192851760819,980078960802217584452,3147100203,2570212681504185228
16325293,1191336322122,980586799543702785583,54270669,45246008778309692,2271547811269663749874999379747656,205283,44067805984421317765,2187719793113583860249136429994152,1031678960024970184476561204158541458927407,-1,179684289833072529,201060,209500,1192851760819,980078960802217584452,3147100203,2570212681504185228
16327693,1170943372200,997405023482013303443,99702645,91091134006613880,2278963467811610924559834796119597,205348,34868252751847604933,2187805831243252254980839600562232,1031765780568596824914035163351399397902300,-1,179684289833072529,201060,209500,1192851760819,980078960802217584452,3147100203,2570212681504185228
16330093,1219586225152,956740644335517751544,46413156,25400098587389209,2267413241128174794655584358099024,205246,34396560796066577294,2187895248352137791329379734677680,1031814715042307589337914533503405948560928,-1,176628152137266887,201050,209650,1188306568660,983204951162238102330,3246802848,2661303815510799108
16332493,1293639634744,896807471453841490872,184797415,106683160939677274,2240529671869211346969474070439831,205008,46349079997479247951,2188161852076073973091810207388591,1031971310650160200599174821712229680667030,-1,176628152137266887,201050,209650,1188306568660,983204951162238102330,3246802848,2661303815510799108
16334893,1301061775694,890878823713445511101,276440382,177118474551216462,2237870323056566360458514750250784,204984,37964978180838903183,2188338406522856749666304282609199,1032107007564499917271702765512590170908399,-1,176628152137266887,201050,209650,1188306568660,983204951162238102330,3246802848,2661303815510799108
16337293,1206541495561,964874925607637824374,125705231,99992355031053911,2237978176821677259706955399236465,204985,79169642553445467750,2188576877776472562352511457008504,1032296699767923071582288608209183647163017,-1,179372871577981677,200760,209200,1209067181735,964630744263716184573,3523243230,2838422290062015570
16339693,1195671452320,973563086548401179127,146873009,121253604267678138,2241815697071586547358239406896202,205019,46861947663853502041,2188617034472554577221511101499629,1032337033783598285734218800979039038977267,-1,179372871577981677,200760,209200,1209067181735,964630744263716184573,3523243230,2838422290062015570
16342093,1193028010875,975680430810038036960,200339376,165139927048660262,2242750918177118550237177512722154,205027,35155260973602343653,2188718463756351978676866316944469,1032420289081124570313600413282562891684557,-1,179372871577981677,200760,209200,1209067181735,964630744263716184573,3523243230,2838422290062015570
16344493,1222496541023,951561089948245128557,31460060,18323850199290865,2236729089119601320024213576702796,204974,43247063135581770939,2188778417098339616838592599868311,1032455208786461180467846422872284112082356,-1,178560587977879497,200790,209270,1205514136361,965995772977907296143,3723582606,3003562217110675832
16346893,1203961348810,966377373377222631791,52164967,42315301215923268,2243303142916477552759593610578234,205032,36646409065359817286,2188817874376076614520840110166556,1032500929221358151060363408727492772015604,-1,178560587977879497,200790,209270,1205514136361,965995772977907296143,3723582606,3003562217110675832
16349293,1243190274163,935121618800262908873,160547385,113241388466439376,2229434819390145411590537743417659,204908,74873772286591348812,2189024418418575150241904583308933,1032636092849118138641742279410567353173901,-1,178560587977879497,200790,209270,1205514136361,965995772977907296143,3723582606,3003562217110675832
16351693,1228362157581,946623891096948029449,77235385,52293350579386614,2223813333336675713498950841213879,204858,44451717998562266146,2189170702070846652654125267960362,1032735136341282783091857672823310631549344,-1,179663546998115738,200700,209120,1212222378665,959870597325750984930,3884129991,3116803605577115208
16354093,1215744070367,956584548110771164618,99749622,75103642053220067,2228205791160344878925813885709975,204897,45748563285637862160,2189213343986689832704251050167473,1032778338983680542021750679307161721318913,-1,179663546998115738,200700,209120,1212222378665,959870597325750984930,3884129991,3116803605577115208
16356493,1211619452288,959849040535231490778,113056554,87269815966404776,2229645369420115293345991458633752,204910,42593397269086402541,2189238547287543815584170109249486,1032801381690588658933003710321877520867702,-1,179663546998115738,200700,209120,1212222378665,959870597325750984930,3884129991,3116803605577115208
16358893,1206164515326,964074952990463113528,17515313,16011896362732047,2231530596678373180380655683492070,204927,48015067637041990911,2189271722945860111181418676555966,1032831709734041001611599977207315972619204,-1,179654384951178054,200700,209120,1211904420161,959800092480402660443,3997186545,3204073421543519984
