number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
18298081,497192892815401746997142,1000000000004678504859,0,0,3406050630791231974651774555,-62939,114276693690738244295996,2191355284850288656258362602793006558838,3705903201336554867054382462251522867,-1,330151571590085495222100,-64400,-61600,497192892817837748773114,1000000000000000000000,0,0
18300481,551568589278381198935436,900210767177849605663,566404822609015170364,31668334259640417,3382103697818900233457697741,-63080,114276693690738244295996,2191939069966756712781949143364816751605,3705935841422702006561177513240912776,-1,330151571590085495222100,-64400,-61600,497192892817837748773114,1000000000000000000000,0,0
18302881,514131393975186433823166,968763585987570430606,822951058901321294094,1197741562085204827,3398554668636058633067922898,-62983,114277757346106109815320,2192203488397630012522539968409722147600,3707137695940784626440756669712966640,-1,330151571590085495222100,-64400,-61600,497192892817837748773114,1000000000000000000000,0,0
18305281,540439810294285896368259,920519721393323828011,1088692637882123946065,1197741562085204827,3386977341513306518832812368,-63052,114277757346106109815320,2192477384332910214529536977902007043348,3707137695940784626440756669712966640,-1,330151571590085495222100,-64400,-61600,497192892817837748773114,1000000000000000000000,0,0
18307681,676756336936946985779109,614732479801508263669,1731406186779435130678,309520488486839630,3318578787923392760299227544,-63460,109952741882535600107391,2194322195158035285122445185973012118769,3707467489580265979652764736497199995,-1,319364450443811526595819,-64400,-61600,522781891305567441387520,955401570098140833088,1088692637882123946065,1197741562085204827
18310081,669737703298291591935119,627057783738270491127,2136288590864830454975,1145061678212940278,3321636458186887869005491773,-63441,109952741882535600107391,2194753596782716295023431588945117580583,3708357757527449278429953878267984725,-1,319364450443811526595819,-64400,-61600,522781891305567441387520,955401570098140833088,1088692637882123946065,1197741562085204827
18312481,708651717677796724310754,559006217310381636500,2952818811097076153535,1893495632652523653,3304754176653027471946270798,-63543,109952741882535600107391,2195623608568990510776526928194020873959,3709155212839544220091449066911847867,-1,319364450443811526595819,-64400,-61600,522781891305567441387520,955401570098140833088,1088692637882123946065,1197741562085204827
18314881,713241057741502469778091,475963894798189599280,3297721658108735985938,1371435679528555417,3197369243773323935143798718,-64204,56198409405503270799560,2199339182830414593207564235050289332195,3710700422423720389217274462498165289,-1,302014292358024149850772,-65000,-62200,508834435010547859587072,885310565023014916096,4041511448979200099600,3091237194737728480
18317281,452373003363630162301128,916170193488730155898,12198185664527781798782,21346929723216006040,3312849659948834456554043771,-63494,11791792115828004689250,2209367420021284158572625451688337589793,3733207000971808355873117019878232612,-1,302014292358024149850772,-65000,-62200,508834435010547859587072,885310565023014916096,4041511448979200099600,3091237194737728480
18319681,543278470493658734985084,759205343120415422556,13343163865928918215875,21737293947667871139,3271672679293675028973521885,-63744,11791792115828004689250,2210657477817568136533580545385644642987,3733646828044959809328034641790336589,-1,302014292358024149850772,-65000,-62200,508834435010547859587072,885310565023014916096,4041511448979200099600,3091237194737728480
18322081,436739178584489377759332,947462212020377173402,1024636709168676279686,2714456138206282524,3329109361085858076463802704,-63396,15132550577742721901220,2213463046948305252048667571257416476993,3741079310484780091105486716231465065,-1,124276319129014800323947,-67400,-60200,502789977092018155814912,857367740941894573056,17384675314908118315475,24828531142405599619
18324481,428384767260689722371520,962254702819031306129,1355460596698120912727,3456482741012155015,3338539813107613416731267221,-63340,15132550577742721901220,2214368879501694928412133707466655094789,3743111061750755062455171683398703979,-1,124276319129014800323947,-67400,-60200,502789977092018155814912,857367740941894573056,17384675314908118315475,24828531142405599619
18326881,415024024246379852445402,986086482854291348320,1642211639722257886882,4207428545361065952,3353732958148203509640791127,-63249,15132550577742721901220,2215154035711028779200412095563429518089,3745167234781337973631291831260727067,-1,124276319129014800323947,-67400,-60200,502789977092018155814912,857367740941894573056,17384675314908118315475,24828531142405599619
18329281,550311346916465688237728,672566955227070143411,731825261507692402371,0,3318586834145658553401287794,-63460,11876653425699700847789,2216013998394838247018788190907656598608,3745167234781337973631291831260727067,-1,289579114125312988700408,-64600,-61800,477860646029369842597888,856246986590988691456,19026886954630376202357,29035959687766665571
18331681,499976663654458707222211,761525584665693582547,768700618615867486375,963234764300387858,3342925705308720060825052432,-63313,15132550577742721901220,2216057330365915396634765148284886739230,3746299125133605671003702455818131950,-1,289579114125312988700408,-64600,-61800,477860646029369842597888,856246986590988691456,19026886954630376202357,29035959687766665571
18334081,519132323647553070511505,727517597624014833050,962192133697628731722,963234764300387858,3333621200278170294338102284,-63369,15132550577742721901220,2216284700875456522244097755430897804118,3746299125133605671003702455818131950,-1,289579114125312988700408,-64600,-61800,477860646029369842597888,856246986590988691456,19026886954630376202357,29035959687766665571
18336481,465622537685421044985554,779365306989224138212,694804928756231794702,839141848751613792,3321626784402093597494828502,-63441,11876653425699700847789,2217238566893097776141295972927343043608,3747451144729865108307038569954798078,-1,247864858725290209395608,-65000,-61800,461413318124401764335616,816889769276334062592,19989079088328004934079,29999194452067053429
18338881,396361502563457668184120,902547890862575569480,694804928756231794702,2083410372724860620,3361001183113697235521347876,-63206,20145554883537957177472,2217238566893097776141295972927343043608,3749159344272956039290868808270565456,-1,247864858725290209395608,-65000,-61800,461413318124401764335616,816889769276334062592,19989079088328004934079,29999194452067053429
18341281,424917003037005233769105,851409082175502300004,983244327478934477379,2083410372724860620,3344655042453492721606745233,-63303,20330628660789821089181,2217634552196603000426623434976776524987,3749159344272956039290868808270565456,-1,247864858725290209395608,-65000,-61800,461413318124401764335616,816889769276334062592,19989079088328004934079,29999194452067053429
18343681,455211622495285186769059,710114963016837108547,737865336361817446824,351354151442650984,3312661206480657187200304869,-63495,11876653425699700847789,2218706308101189997519605759107891638270,3749669689274750734589725447529951884,-1,234272152876889185088192,-65000,-61800,451544431441847334731776,804718505419314701312,20972323415806939411458,32082604824791914049
18346081,352080224757584095807399,893791651004670556858,1081347190401242661597,2833762503290889193,3374778561476874816808952653,-63124,20211696244686499196250,2219205218521620330051175969656871407736,3753275409285678057364935759949064417,-1,234272152876889185088192,-65000,-61800,451544431441847334731776,804718505419314701312,20972323415806939411458,32082604824791914049
18348481,323837918489913738815571,945298789849528369671,1345770764488517451933,3838844136336389209,3392197686699110064722158347,-63021,20211696244686499196250,2219589296093603015074125172775579638759,3754735299216433989354450517584653351,-1,234272152876889185088192,-65000,-61800,451544431441847334731776,804718505419314701312,20972323415806939411458,32082604824791914049
18350881,394171328780273530031448,764254409790702344145,1282265741748362860813,2697994994203697467,3401837427356626049124314563,-62964,20211696244686499196250,2221288218710407029384493169785162120884,3758309975327976083717415231953457817,-1,256828896918558428574841,-64400,-61600,411169183446996476755968,753743703560433106944,22318094180295456863391,35921448961128303258
18353281,383318058284558501930372,784299928616357731561,1282714915976396466871,2901306101839071147,3408021192665968890771442123,-62928,20211696244686499196250,2221288813838413686785588628847610269036,3758579349941804764110457579047514342,-1,256828896918558428574841,-64400,-61600,411169183446996476755968,753743703560433106944,22318094180295456863391,35921448961128303258
18355681,352551880404581847382169,841521873898810288416,1450687386791380476952,3794216963234539868,3425673371352303060908228079,-62824,20211696244686499196250,2221511366949190026301021388178775881798,3759762401479270245227222232826798469,-1,256828896918558428574841,-64400,-61600,411169183446996476755968,753743703560433106944,22318094180295456863391,35921448961128303258
