number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
18648491,29094361314776689955376,100000000000116165319,0,0,4705106806636024133107504816,-56477,134277252253244812363549,2440808540949895184331901495783384173933,4345393370145094858923975689647192844,-1,7451307982472010374444,-61600,-51200,29094361314803864912494,100000000000000000000,0,0
18650891,26068405871215720230157,110935647392014898739,0,110461084766653873,4821383204122497016787556541,-55989,158701016739052850747715,2440808540949895184331901495783384173933,4350437848170358471472936883142681353,-1,7451307982472010374444,-61600,-51200,29094361314803864912494,100000000000000000000,0,0
18653291,23091705983432894785623,122233803504675196333,2017003986292065778,232258999657235752,4941514079226711177658045696,-55496,109796199940500032224973,2440900652414373496200872860962647482514,4356000050519596543804946890812405822,-1,7451307982472010374444,-61600,-51200,29094361314803864912494,100000000000000000000,0,0
18655691,22446276130765488722104,124758229270037512879,2017003986292065778,257758249812410667,4968355757931148360213776974,-55388,86961756806748576574666,2440900652414373496200872860962647482514,4357164536703488436236153854820895020,-1,7451307982472010374444,-61600,-51200,29094361314803864912494,100000000000000000000,0,0
18658091,26455202802664340789526,108457415534138266750,13949066949799195239,73975237183483552,4985481753149497923361074352,-55319,86807854606468260537735,2441431310925843818006174433134711381552,4359978745667480575457377519003776651,-1,8944776000793064577478,-59600,-51200,27088246302769948917760,106523908733409107328,2017003986292065778,257758249812410667
18660491,22645731887835057989218,123956902548138069367,27013835826505703453,283983298623661203,5122768128562815047312090821,-54776,62200900025075660870662,2441928328456103551070459965344677724937,4367967994387963405867359071652731032,-1,8944776000793064577478,-59600,-51200,27088246302769948917760,106523908733409107328,2017003986292065778,257758249812410667
18662891,24426669972074274865916,116605947903841771018,77319087238035628574,419763185569752377,5057657204696006515144991525,-55032,112634127277226325296295,2443842070065435138899859407938442233622,4373133411756288429341765573894314565,-1,8944776000793064577478,-59600,-51200,27088246302769948917760,106523908733409107328,2017003986292065778,257758249812410667
18665291,30014723289921846044965,93601680894819947932,39528840382504749351,20092565052636350,4922011274515521510551887309,-55576,133565533121124897146222,2445542029349685009440448685093091556428,4373997503446687248959994205118174606,-1,7912523253716695591706,-59800,-50200,26598790191750448152576,108393065168964623376,79336091224327694352,677521435382163044
18667691,29433691332410002873038,95854424740728426736,65498311800424463133,141100346187306736,4944568017769679944698315635,-55484,137724196509984742987648,2446658860595346683589855017816122187571,4379201508902344497044593709968521344,-1,7912523253716695591706,-59800,-50200,26598790191750448152576,108393065168964623376,79336091224327694352,677521435382163044
18670091,29905112206981839114906,94025084376697661548,75131246311760162591,159976111020689438,4926250817174123591782628411,-55558,137724196509984742987648,2447073130184301381648322271486703843924,4380013271437377731279938902314703809,-1,7912523253716695591706,-59800,-50200,26598790191750448152576,108393065168964623376,79336091224327694352,677521435382163044
18672491,22919423636529307075719,119993014047932139666,1390996332361747154,157189832819607341,5066508541079345576968165474,-54997,105535038536159397056626,2447128962066432501634904069892540951790,4386322565009197447720268131022095237,-1,8477799892949886703276,-60000,-51200,27155159619679048171520,104984753361512006696,154467337536087856943,837497546402852482
18674891,21004086155862520661109,127940392860259036458,17474965343227331791,306017937735098720,5140779723232285601583378396,-54706,79793682385720298412474,2447774541239521002210144573326379140894,4392296235117537255790158692927605106,-1,8477799892949886703276,-60000,-51200,27155159619679048171520,104984753361512006696,154467337536087856943,837497546402852482
18677291,24780851432339348322098,112486312472692974931,61707164434471648908,330772407143618417,4996355650015743276616876009,-55276,94270631062568967636987,2449549935515269776413897042352328730073,4393289831280287925500602623170305115,-1,8477799892949886703276,-60000,-51200,27155159619679048171520,104984753361512006696,154467337536087856943,837497546402852482
18679691,28285655016867303433953,96100970135179029012,46735150530370547131,114629159402427694,4931032155135306415771146511,-55539,94730437125287205240682,2451526377464380240265218277451048551620,4398137528926773540566247305534082858,-1,8046352005450179464030,-59800,-50600,26595382055746194636800,105767869281139148880,216174501970559505851,1168269953546470899
18682091,28261359340862373658575,96195099930035817876,53471285151043775107,141674258500646278,4931959001323404643823834833,-55535,114953674900685773358727,2451811250389535410636730757819359075020,4399281273362577436035611132101121092,-1,8046352005450179464030,-59800,-50600,26595382055746194636800,105767869281139148880,216174501970559505851,1168269953546470899
18684491,27788421417353542043811,98034498404742018348,54112459497617593197,162737539829940190,4950070582967334889629979692,-55462,114953674900685773358727,2451838365823226770516455672561279478838,4400172045133561215689342419005072508,-1,8046352005450179464030,-59800,-50600,26595382055746194636800,105767869281139148880,216174501970559505851,1168269953546470899
18686891,25564250105653448790755,104378044171531466332,4132107345693863793,52906680835526508,4983556220958919332440191043,-55327,114953674918277959403143,2452001378095060292007935872996281302445,4402259221849131752942164524178333977,-1,8625628317112752163549,-59600,-51200,26491887288301498925056,103413327925957300400,270286961468177099048,1331007493376411089
18689291,24654033162255453548099,108003451212841629222,43979555056235985725,252737122388452090,5016856327071702254628775254,-55194,115906767013861617833507,2453573366050511672097589232057606469488,4410142563576201083964430759347722545,-1,8625628317112752163549,-59600,-51200,26491887288301498925056,103413327925957300400,270286961468177099048,1331007493376411089
