number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1
16219693,1183291642763,1000394553409571416973,0,197375394186033,2302457180693885351454651093163492,205553,31203981017892687890,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16222093,1149231175194,1029363755522294294882,150946656,143785676879429805,2318747899162385489001287554456344,205694,17540821031132433136,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16224493,1230128343379,961217238565026153611,325500548,256041806698352890,2280425969616657314568929983238151,205361,30523448134936311091,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16226893,1261262529560,935586761972566941909,453410839,348602181958056030,2266012770497242894086255374140612,205234,20905059435363221456,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16229293,1251667395620,943451121333911601797,547733536,430092468239190842,2270435262486917424056195007509857,205273,22227312718227892744,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16231693,1240285779638,952819610954234942976,598142818,476422564020881679,2275703596294866001551435142483199,205319,22737464002634911280,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16234093,1246291607372,947870654203757481315,681752902,542769443798706717,2272920569657780836424575412085603,205295,46555465465107464655,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16236493,1240222668883,952871680187664596859,724119699,579877549759886712,2275732877226366029629403759490668,205319,29001499457139979699,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16238893,1242363214439,951106380729456475843,751550347,601605731634853604,2274740167921692629443616837354464,205311,31485966568595190915,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16241293,1187138359740,997148394832924862332,830339687,690125461083595923,2300631716006577619818717260285935,205537,22618611010766339865,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16243693,1250825013819,944143019969274198770,960304737,771278093488633218,2270824349001401756389526076262986,205276,22381477162560579800,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16246093,1260819498444,935949204231827408180,1014891043,811860595499052411,2266216588496224172254804411624938,205236,22728336445874518659,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16248493,1253081357813,942290282333980315759,1189947261,957733321285883402,2269782469176920445513960727061014,205267,24520173141659983885,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16250893,1256256167758,939686247675016974889,1216715449,978386060681492851,2268318100384631286503934121351000,205254,24021694853194625550,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16253293,1256324222337,939630464902808825088,1230208691,989439638006553955,2268286731158999893110011846751513,205254,25077936307355277000,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16255693,1252893693942,942444312772201848179,1237179678,996568044872822539,2269869087596540109532934287558589,205268,29040769306209328916,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16258093,1257842071614,938386719604247142606,1262064223,1014902670856722352,2267587315813470219639532896775164,205248,52934674799180299526,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16260493,1255804175340,940056774615733255180,1309167668,1054500390643955651,2268526464772877677599875107247126,205256,33919981157358144666,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16262893,1238826254590,954024128204023333740,1365679313,1108201135301519047,2276380951899290357379858535471998,205325,49644562439988786256,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16265293,1250694959616,944249862409360432096,1425780798,1152912461249288189,2270884431433260243759806907927190,205277,26634674985542752592,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16267693,1254220124101,941355859686575634981,1447246182,1169057032419753617,2269257000224747449767003218337749,205262,40454737982949317533,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16270093,1248543104707,946018480443790920132,1467084021,1187684194748831613,2271879006926403194390768592727484,205285,27835644005111215114,-1,140888608279208173,199950,211150,1183758865207,1000000000000000000000
16272493,1222634104561,968545735962142906941,46020268,28785558769034963,2261906885359996220194928071595333,205197,29663399384497135108,-1,140932383966479200,199690,210890,1200966144557,987511117801212924646
16274893,1207101577840,981245657710897707560,64293272,50082293905708058,2269046418772473712656074338185071,205261,30471760488793203094,-1,140932383966479200,199690,210890,1200966144557,987511117801212924646
16277293,1192013724344,993658998253328355609,184550132,155532352829445241,2276024844412917884940926155388337,205322,30145442851259332519,-1,140932383966479200,199690,210890,1200966144557,987511117801212924646
16279693,1188052302119,996930873933033063106,255689332,216044634923330246,2277864199504929741569984152946834,205338,30318983097693550206,-1,140932383966479200,199690,210890,1200966144557,987511117801212924646
16282093,1157869650688,1022034488290069726959,340920978,299907783264896690,2291976734764730524647172976596684,205462,44527166884556337562,-1,140932383966479200,199690,210890,1200966144557,987511117801212924646
16284493,1153329342738,1025837708688660609593,432535147,378423148496187478,2294114796687310314301475091637603,205480,28481803172235453393,-1,140932383966479200,199690,210890,1200966144557,987511117801212924646
