number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1
16219693,1176132048286,1002796409164866569377,0,1398904050259717,2302457180693885351454651093163492,205553,31203981017892687890,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16222093,934727458656,1208116501547222368459,1069838974,1019085314993138523,2318747899162385489001287554456344,205694,17540821031132433136,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16224493,1508088574390,725126010378083756593,2306994938,1814704015681634661,2280425969616657314568929983238151,205361,30523448134936311091,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16226893,1728753056551,543469235666420702358,3213562977,2470728462793391664,2266012770497242894086255374140612,205234,20905059435363221456,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16229293,1660747255796,599208119475380397746,3882077936,3048293320893468009,2270435262486917424056195007509857,205273,22227312718227892744,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16231693,1580079709763,665607571791781535026,4239355239,3376659269978492877,2275703596294866001551435142483199,205319,22737464002634911280,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16234093,1622646194699,630531691784784392142,4831944228,3846894778442198260,2272920569657780836424575412085603,205295,46555465465107464655,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16236493,1579632410391,665976614051780808684,5132220176,4109899596953839154,2275732877226366029629403759490668,205319,29001499457139979699,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16238893,1594803591481,653465000979682066913,5326635723,4263898740337547287,2274740167921692629443616837354464,205311,31485966568595190915,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16241293,1203395770704,979789162494716520037,5885057539,4891284988579943839,2300631716006577619818717260285935,205537,22618611010766339865,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16243693,1654776849410,604111971890061960683,6806188744,5466456714664721945,2270824349001401756389526076262986,205276,22381477162560579800,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16246093,1725613060179,546038056093889289691,7193070832,5754086419806891915,2266216588496224172254804411624938,205236,22728336445874518659,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16248493,1670768755419,590980638104664428821,8433787054,6787963756782779797,2269782469176920445513960727061014,205267,24520173141659983885,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16250893,1693270316514,572524464038676126171,8623507391,6934340669207057980,2268318100384631286503934121351000,205254,24021694853194625550,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16253293,1693752655390,572129101960750925626,8719141148,7012683231377257217,2268286731158999893110011846751513,205254,25077936307355277000,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16255693,1669438682081,592072333474191029530,8768548232,7063206029714132692,2269869087596540109532934287558589,205268,29040769306209328916,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16258093,1704510457855,563314019701766232122,8944918193,7193153243522860559,2267587315813470219639532896775164,205248,52934674799180299526,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16260493,1690066806640,575150584889433231589,9278765279,7473803275001452888,2268526464772877677599875107247126,205256,33919981157358144666,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16262893,1569735282032,674144624073731601364,9679293263,7854408919961547143,2276380951899290357379858535471998,205325,49644562439988786256,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16265293,1653855086333,604869220901736581652,10105264348,8171301789099347557,2270884431433260243759806907927190,205277,26634674985542752592,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16267693,1678839795783,584357889451016349430,10257400905,8285726923464289653,2269257000224747449767003218337749,205262,40454737982949317533,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16270093,1638603749863,617404354482750376947,10398002187,8417747497429209119,2271879006926403194390768592727484,205285,27835644005111215114,-1,998552254043755722,204850,206250,1179443501416,1000000000000000000000
16272493,1358415148780,853856540379862453071,326183338,204026832034652013,2261906885359996220194928071595333,205197,29663399384497135108,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16274893,1248323409871,943871287784166089148,455699085,354974237206809559,2269046418772473712656074338185071,205261,30471760488793203094,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16277293,1141383434316,1031854799452657533256,1308057948,1102385174500168293,2276024844412917884940926155388337,205322,30145442851259332519,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16279693,1113305590379,1055045262250255499879,1812279722,1531285280760515196,2277864199504929741569984152946834,205338,30318983097693550206,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16282093,899376418347,1232975138511521731820,2416386212,2125692101828991766,2291976734764730524647172976596684,205462,44527166884556337562,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16284493,867195537129,1259931676533940614621,3065730860,2682194803851092117,2294114796687310314301475091637603,205480,28481803172235453393,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16286893,840650187310,1282205454677650205175,3621546426,3159967377681102915,2295881444796256987966137647897260,205496,29388705238004048072,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16289293,849515439327,1274762949299213687254,3815751599,3319147827433139134,2295291141347609522084232124270962,205491,30354505090207648262,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16291693,986174282448,1160518203780649346190,4294297495,3654478674801821800,2286229801941009335625930386336055,205411,32016602782266760500,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16294093,984594375730,1161833828010970271308,4692215856,3986675766297550970,2286334150877394754501952976104435,205412,33278324098993428204,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16296493,831351610195,1290015857136348430460,4852796067,4185388897790782774,2296500928057908692686916531695235,205501,25828375606727121241,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16298893,885037785660,1244979784635909293692,5195711442,4450845838971368093,2292928885102108861005253506423459,205470,43372356658723235500,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16301293,938898784393,1199937623503275905258,5397945522,4597248860241452090,2289356359225518373773655147672726,205439,42378188684941587599,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16303693,912837161507,1221714551996213291674,5477027322,4674311630624175013,2291083599628672870449027371380194,205454,42924927665178825051,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16306093,1006638816025,1143487767378625612336,5708607149,4828082892995457666,2284879030281614464207204238742434,205400,32732084478922653996,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16308493,882800109870,1246854120102333958608,5945450580,5077607421780255129,2293077548305357384347525269683844,205471,32827833995623133669,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16310893,888427442664,1242140982593289536502,6087300687,5194104434310542965,2292703725085343384815392822002991,205468,34870475237079230830,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16313293,931767840599,1205892931690312140491,6229220186,5293933060525562238,2289828705402217339385757988142539,205443,32041391121869838731,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16315693,918493602743,1216985273653383260485,6430587253,5467117141371937183,2290708496195966610536749903451587,205451,41613998803762160219,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16318093,1222554937962,965022596095859984684,7000044048,5783400703680016244,2270724038015581554839051795576336,205275,34074887299631720643,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
16320493,1218340242863,968485083731562959317,7200953249,5945604812191309601,2270998665750238839289948174036779,205278,55631433194615930602,-1,998903236948904086,204590,205990,1204836568908,990693628062073192127
