block_number,sqrt_price_x96
15384250,81266229828716705753196270226
15386650,81266229828716705753196270226
15389050,81266229828716705753196270226
15391450,81266229828716705753196270226
15393850,81266229828716705753196270226
15396250,81266229828716705753196270226
15398650,81266229828716705753196270226
15401050,81266229828716705753196270226
15403450,81266229828716705753196270226
15405850,81266229828716705753196270226
15408250,81266229828716705753196270226
15410650,81266229828716705753196270226
15413050,81266229828716705753196270226
15415450,81331860136393084711194648405
15417850,81331860136393084711194648405
15420250,81332689492359922119395509682
15422650,81253629984033213012096322127
15425050,81253629984033213012096322127
15427450,81253629984033213012096322127
15429850,81229001440332093733479871736
15432250,81229001440332093733479871736
15434650,81229001440332093733479871736
15437050,81232078164990593053594002102
15439450,81232078164990593053594002102
15441850,81257461166170874939961059087
15444250,81257461166170874939961059087
15446650,81384376172072284367093927959
15449050,81384376172072284367093927959
15451450,81311286727421437092337301190
15453850,81311286727421437092337301190
15456250,81311286727421437092337301190
15458650,81311286727421437092337301190
15461050,81262437349965339518915747184
15463450,81154870783731806212164894041
15465850,81213060213677099225000022063
15468250,81213060213677099225000022063
15470650,81190478585611275530538703349
15473050,81190478585611275530538703349
15475450,81190478585611275530538703349
15477850,81183487944889427489038432067
15480250,81183487944889427489038432067
15482650,81181325519986426938732216828
15485050,81083174908846052592895993208
15487450,80860599522026128056326997719
15489850,80831313154343160980681965569
15492250,80808698014168606530460705615
15494650,80808698014168606530460705615
15497050,80808698014168606530460705615
15499450,81019795398076867657060112127
15501850,81038244392777425673211722192
15504250,80827689598309319289824783380
15506650,81155796302921931197137434915
15509050,81155796302921931197137434915
15511450,81340100675234293328442438764
15513850,81340100675234293328442438764
15516250,81340469935382676695898059226
15518650,81442001940103804241366287166
15521050,81442001940103804241366287166
15523450,81442001940103804241366287166
15525850,81442001940103804241366287166
15528250,81400018994985301886256911735
15530650,81366610241501028260744315404
15533050,81339847328709019287483059719
15535450,81339847328709019287483059719
15537850,81377921830479442117033645196
15540250,81479453835200569662501873136
15542650,81479453835200569662501873136
15545050,81479453835200569662501873136
15547450,81480406661422551325821610912
15549850,81480406661422551325821610912
15552250,81480406661422551325821610912
15554650,81480406661422551325821610912
15557050,81480406661422551325821610912
15559450,81480406661422551325821610912
15561850,81480406661422551325821610912
15564250,81480406661422551325821610912
15566650,81480406661422551325821610912
15569050,81480406661422551325821610912
15571450,81480406661422551325821610912
15573850,81480406661422551325821610912
15576250,81480406661422551325821610912
15578650,81480406661422551325821610912
15581050,81480406661422551325821610912
15583450,81480406661422551325821610912
15585850,81480406661422551325821610912
15588250,81480406661422551325821610912
15590650,81480406661422551325821610912
15593050,81492601835888126767825454965
15595450,81492601835888126767825454965
15597850,81492601835888126767825454965
15600250,81492601835888126767825454965
15602650,81492601835888126767825454965
15605050,81492601835888126767825454965
15607450,81492601835888126767825454965
15609850,81492601835888126767825454965
15612250,81492601835888126767825454965
15614650,81492601835888126767825454965
15617050,81492601835888126767825454965
15619450,81492601835888126767825454965
15621850,81492601835888126767825454965
15624250,81492601835888126767825454965
15626650,81492601835888126767825454965
15629050,81492601835888126767825454965
15631450,81492601835888126767825454965
15633850,81492601835888126767825454965
15636250,81495287662082124444322607812
15638650,81495287662082124444322607812
15641050,81497825962200152632959313510
15643450,81497825962200152632959313510
15645850,81497825962200152632959313510
15648250,81497825962200152632959313510
15650650,81498079792211955451822984079
15653050,81498079792211955451822984079
15655450,81498079792211955451822984079
15657850,81498079792211955451822984079
15660250,81498079792211955451822984079
15662650,81498079792211955451822984079
15665050,81498079792211955451822984079
15667450,81498079792211955451822984079
15669850,81498079792211955451822984079
15672250,81498079792211955451822984079
15674650,81498079792211955451822984079
15677050,81498079792211955451822984079
15679450,81498079792211955451822984079
15681850,81498079792211955451822984079
15684250,81498079792211955451822984079
15686650,81498079792211955451822984079
15689050,81498079792211955451822984079
15691450,81498079792211955451822984079
15693850,81498079792211955451822984079
15696250,81498079792211955451822984079
15698650,81498079792211955451822984079
15701050,81498079792211955451822984079
15703450,81498079792211955451822984079
15705850,81498079792211955451822984079
15708250,81498079792211955451822984079
15710650,81498079792211955451822984079
15713050,81498079792211955451822984079
15715450,81498079792211955451822984079
15717850,81498079792211955451822984079
15720250,81498079792211955451822984079
15722650,81498079792211955451822984079
15725050,81498079792211955451822984079
15727450,81498079792211955451822984079
15729850,81498079792211955451822984079
15732250,81498079792211955451822984079
15734650,81498079792211955451822984079
15737050,81498079792211955451822984079
15739450,81498079792211955451822984079
15741850,81498079792211955451822984079
15744250,81498079792211955451822984079
15746650,81498079792211955451822984079
15749050,81498079792211955451822984079
15751450,81498079792211955451822984079
15753850,81498079792211955451822984079
15756250,81498079792211955451822984079
15758650,81498079792211955451822984079
15761050,81498079792211955451822984079
15763450,81498079792211955451822984079
15765850,81498078669527492861379161888
15768250,81498078669527492861379161888
15770650,81498078669527492861379161888
15773050,81498078669527492861379161888
15775450,81498078669527492861379161888
15777850,81498078669527492861379161888
15780250,81498078669527492861379161888
15782650,81498078669527492861379161888
15785050,81498078669527492861379161888
15787450,81498078669527492861379161888
15789850,81498078669527492861379161888
15792250,81498078669527492861379161888
15794650,81498078669527492861379161888
15797050,81498078669527492861379161888
15799450,81498078669527492861379161888
15801850,81498078669527492861379161888
15804250,81498078669527492861379161888
15806650,81498078669527492861379161888
15809050,81498078669527492861379161888
15811450,81498078669527492861379161888
15813850,81498078669527492861379161888
15816250,81498078669527492861379161888
15818650,81498078669527492861379161888
15821050,81498078669527492861379161888
15823450,81498078672065792979407350524
15825850,81498078672065792979407350524
15828250,81498078672065792979407350524
15830650,81498078672065792979407350524
15833050,81498078672065792979407350524
15835450,81498078674604093097435539160
15837850,81498078674604093097435539160
15840250,81498078674604093097435539160
15842650,81498078674604093097435539160
15845050,81498078674604093097435539160
15847450,81498078674604093097435539160
15849850,81498078674604093097435539160
15852250,81498078674604093097435539160
15854650,81473490834381675227608660925
15857050,81473490834381675227608660925
15859450,81473490834381675227608660925
15861850,81473490834381675227608660925
15864250,81473509104607666719366083370
15866650,81481434237907090550837073635
15869050,81481434237907090550837073635
15871450,81481434237907090550837073635
15873850,81481434237907090550837073635
15876250,81481434237907090550837073635
15878650,81494014687867067760767746253
15881050,81494176585173489965272674172
15883450,81494338480045490198206996769
15885850,81494338480045490198206996769
15888250,81494338480045490198206996769
15890650,81494338480045490198206996769
15893050,81494338480045490198206996769
15895450,81494338480045490198206996769
15897850,81494338480045490198206996769
15900250,81494338480045490198206996769
15902650,81494338480045490198206996769
15905050,81494338480045490198206996769
15907450,81494338480045490198206996769
15909850,81494338480045490198206996769
15912250,81494338480045490198206996769
15914650,81494338480045490198206996769
15917050,81494338480045490198206996769
15919450,81494338480045490198206996769
15921850,81494338480045490198206996769
15924250,81494338480045490198206996769
15926650,81495450174265415242301768139
15929050,81495450174265415242301768139
15931450,81489625324733425660791332132
15933850,82866392259696625555984305412
15936250,82866403924407162511030686521
15938650,82866493464937715307189287348
15941050,82866493464937715307189287348
15943450,82866392586539977489250316410
15945850,82866392586539977489250316410
15948250,82866392586539977489250316410
15950650,82866454579847255160199080055
15953050,82866454579847255160199080055
15955450,82866472565696678377538340458
15957850,81494133675949946540867268236
15960250,81494133675949946540867268236
15962650,81494133675949946540867268236
15965050,81372234348036416167224805346
15967450,81469086309906376088399161682
15969850,82866402813678466412028224087
15972250,82866402813678466412028224087
15974650,82866402813678466412028224087
15977050,82866402813678466412028224087
15979450,82866402813678466412028224087
15981850,82866402813678466412028224087
15984250,82866402813678466412028224087
15986650,82866402813678466412028224087
15989050,82866402813678466412028224087
15991450,82866402813678466412028224087
15993850,82866402813678466412028224087
15996250,82866402813678466412028224087
15998650,82866402813678466412028224087
16001050,82866402813678466412028224087
16003450,82866402813678466412028224087
16005850,82866402813678466412028224087
16008250,82866402813678466412028224087
16010650,82866402813678466412028224087
16013050,82866402813678466412028224087
16015450,82866402813678466412028224087
16017850,82866402813678466412028224087
16020250,82866402813678466412028224087
