number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1
16219693,544488523,486496708515838691,0,3813268598606,2302457180693885351454651093163492,205553,31203981017892687890,1,2721950768321442,205430,205670,557807489,478873984587225223
16222093,0,949031839873786002,1394418,1422197618652544,2318747899162385489001287554456344,205694,17540821031132433136,1,2721950768321442,205430,205670,557807489,478873984587225223
16224493,1124097609,0,3321522,2571541993761165,2280425969616657314568929983238151,205361,30523448134936311091,1,2721950768321442,205430,205670,557807489,478873984587225223
16226893,1124097609,0,3321522,2571541993761165,2266012770497242894086255374140612,205234,20905059435363221456,1,2721950768321442,205430,205670,557807489,478873984587225223
16229293,1124097609,0,3321522,2571541993761165,2270435262486917424056195007509857,205273,22227312718227892744,1,2721950768321442,205430,205670,557807489,478873984587225223
16231693,1124097609,0,3321522,2571541993761165,2275703596294866001551435142483199,205319,22737464002634911280,1,2721950768321442,205430,205670,557807489,478873984587225223
16234093,1124097609,0,3321522,2571541993761165,2272920569657780836424575412085603,205295,46555465465107464655,1,2721950768321442,205430,205670,557807489,478873984587225223
16236493,1124097609,0,3321522,2571541993761165,2275732877226366029629403759490668,205319,29001499457139979699,1,2721950768321442,205430,205670,557807489,478873984587225223
16238893,1124097609,0,3321522,2571541993761165,2274740167921692629443616837354464,205311,31485966568595190915,1,2721950768321442,205430,205670,557807489,478873984587225223
16241293,618806627,423781319814676431,3978912,3336456935758541,2300631716006577619818717260285935,205537,22618611010766339865,1,2721950768321442,205430,205670,557807489,478873984587225223
16243693,1124097609,0,4889514,3890544648438866,2270824349001401756389526076262986,205276,22381477162560579800,1,2721950768321442,205430,205670,557807489,478873984587225223
16246093,1124097609,0,4889514,3890544648438866,2266216588496224172254804411624938,205236,22728336445874518659,1,2721950768321442,205430,205670,557807489,478873984587225223
16248493,1124097609,0,4889514,3890544648438866,2269782469176920445513960727061014,205267,24520173141659983885,1,2721950768321442,205430,205670,557807489,478873984587225223
16250893,1124097609,0,4889514,3890544648438866,2268318100384631286503934121351000,205254,24021694853194625550,1,2721950768321442,205430,205670,557807489,478873984587225223
16253293,1124097609,0,4889514,3890544648438866,2268286731158999893110011846751513,205254,25077936307355277000,1,2721950768321442,205430,205670,557807489,478873984587225223
16255693,1124097609,0,4889514,3890544648438866,2269869087596540109532934287558589,205268,29040769306209328916,1,2721950768321442,205430,205670,557807489,478873984587225223
16258093,1124097609,0,4889514,3890544648438866,2267587315813470219639532896775164,205248,52934674799180299526,1,2721950768321442,205430,205670,557807489,478873984587225223
16260493,1124097609,0,4889514,3890544648438866,2268526464772877677599875107247126,205256,33919981157358144666,1,2721950768321442,205430,205670,557807489,478873984587225223
16262893,1124097609,0,4905522,3903903170547353,2276380951899290357379858535471998,205325,49644562439988786256,1,2721950768321442,205430,205670,557807489,478873984587225223
16265293,1124097609,0,4905522,3903903170547353,2270884431433260243759806907927190,205277,26634674985542752592,1,2721950768321442,205430,205670,557807489,478873984587225223
16267693,1124097609,0,4905522,3903903170547353,2269257000224747449767003218337749,205262,40454737982949317533,1,2721950768321442,205430,205670,557807489,478873984587225223
