number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1
16219693,531154629,502217795827557758,0,7651022400766,2302457180693885351454651093163492,205553,31203981017892687890,1,5461379329487249,205490,205610,557807489,486923402048426024
16222093,0,952074448305476577,466639,628380711821555,2318747899162385489001287554456344,205694,17540821031132433136,1,5461379329487249,205490,205610,557807489,486923402048426024
16224493,1127701480,0,2320318,1714252645037656,2280425969616657314568929983238151,205361,30523448134936311091,1,5461379329487249,205490,205610,557807489,486923402048426024
16226893,1127701480,0,2320318,1714252645037656,2266012770497242894086255374140612,205234,20905059435363221456,1,5461379329487249,205490,205610,557807489,486923402048426024
16229293,1127701480,0,2320318,1714252645037656,2270435262486917424056195007509857,205273,22227312718227892744,1,5461379329487249,205490,205610,557807489,486923402048426024
16231693,1127701480,0,2320318,1714252645037656,2275703596294866001551435142483199,205319,22737464002634911280,1,5461379329487249,205490,205610,557807489,486923402048426024
16234093,1127701480,0,2320318,1714252645037656,2272920569657780836424575412085603,205295,46555465465107464655,1,5461379329487249,205490,205610,557807489,486923402048426024
16236493,1127701480,0,2320318,1714252645037656,2275732877226366029629403759490668,205319,29001499457139979699,1,5461379329487249,205490,205610,557807489,486923402048426024
16238893,1127701480,0,2320318,1714252645037656,2274740167921692629443616837354464,205311,31485966568595190915,1,5461379329487249,205490,205610,557807489,486923402048426024
16241293,680268037,376384319528313548,3305199,2732555684363887,2300631716006577619818717260285935,205537,22618611010766339865,1,5461379329487249,205490,205610,557807489,486923402048426024
16243693,1127701480,0,4722342,3738286342747057,2270824349001401756389526076262986,205276,22381477162560579800,1,5461379329487249,205490,205610,557807489,486923402048426024
16246093,1127701480,0,4722342,3738286342747057,2266216588496224172254804411624938,205236,22728336445874518659,1,5461379329487249,205490,205610,557807489,486923402048426024
16248493,1127701480,0,4722342,3738286342747057,2269782469176920445513960727061014,205267,24520173141659983885,1,5461379329487249,205490,205610,557807489,486923402048426024
16250893,1127701480,0,4722342,3738286342747057,2268318100384631286503934121351000,205254,24021694853194625550,1,5461379329487249,205490,205610,557807489,486923402048426024
16253293,1127701480,0,4722342,3738286342747057,2268286731158999893110011846751513,205254,25077936307355277000,1,5461379329487249,205490,205610,557807489,486923402048426024
16255693,1127701480,0,4722342,3738286342747057,2269869087596540109532934287558589,205268,29040769306209328916,1,5461379329487249,205490,205610,557807489,486923402048426024
16258093,1127701480,0,4722342,3738286342747057,2267587315813470219639532896775164,205248,52934674799180299526,1,5461379329487249,205490,205610,557807489,486923402048426024
16260493,1127701480,0,4722342,3738286342747057,2268526464772877677599875107247126,205256,33919981157358144666,1,5461379329487249,205490,205610,557807489,486923402048426024
16262893,1127701480,0,4722342,3738286342747057,2276380951899290357379858535471998,205325,49644562439988786256,1,5461379329487249,205490,205610,557807489,486923402048426024
16265293,1127701480,0,4722342,3738286342747057,2270884431433260243759806907927190,205277,26634674985542752592,1,5461379329487249,205490,205610,557807489,486923402048426024
16267693,1127701480,0,4722342,3738286342747057,2269257000224747449767003218337749,205262,40454737982949317533,1,5461379329487249,205490,205610,557807489,486923402048426024
