,0,1,2,3
norm,-0.00019509076207164418,0.02450899684501044,,
cauchy,-0.00012179853660663611,0.010093049768425542,,
logistic,-2.0225372215065616e-06,0.012448522250888711,,
t,2.50315008214115,7.181709392093252e-06,0.014541159301833775,
levy_stable,1.4616837161583476,-0.006489450259673719,9.009336278135839e-06,0.012008501975808857
