delta,value,yield,tick_width,tick,tick_lower,tick_upper,el,theta,tau,mu,sigma
9.6042169630864,1.0060615677664932,0.006061567766493248,192093,201370,105324,297416,0.0020592048916063623,1.312032318988082e-08,50400,2.6549742469970873e-07,0.0004546440886143422
