delta,value,yield,tick_width,tick,tick_lower,tick_upper,el,theta,tau,mu,sigma
9.615597585197282,1.0060615760228298,0.006061576022829751,192320,201378,105220,297540,0.0020584039503463367,1.3119841974619402e-08,50400,2.6549742469970873e-07,0.0004546440886143422
