number,delta,value,yield,tick_width,tick,tick_lower,tick_upper,el,theta,tau,mu,sigma
19169316,6.385661248326789,1.004313069430726,0.004313069430726069,127680,-216818,-280680,-153000,0.2548276796027334,2.673850468475587e-07,7200,1.1139013490814991e-06,0.0011721174995373408
